ticker,sector,category,days_seen,dp_days,dp_coverage,pcr_days,opt_coverage,avg_dp_pct,dp_pct_cv,avg_block_count,avg_pcr,avg_combined_score
VRDN,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.312,82.0
VRSN,Technology,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.319,76.0
VRT,Industrials,C,22,5,0.23,22,1.00,0.25,0.88,0.0,0.678,79.0
VRTX,Healthcare,C,10,0,0.00,10,1.00,0.00,0.00,0.0,2.412,81.3
VSAT,Technology,C,21,0,0.00,21,1.00,0.00,0.00,0.0,1.090,81.1
VSCO,Consumer Cyclical,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.822,78.9
VSEC,Industrials,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.812,77.7
VSH,Technology,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.204,78.8
VSNT,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.678,73.0
VTR,Real Estate,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.196,80.3
VTRS,Healthcare,C,4,0,0.00,4,1.00,0.00,0.00,0.0,1.318,76.1
VVV,Energy,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.799,89.9
VVX,Industrials,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.859,79.0
VZ,Communication Services,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.996,82.5
WAB,Industrials,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.571,83.6
WAFD,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.250,73.0
WAL,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.416,94.2
WBD,Communication Services,C,3,1,0.33,3,1.00,0.27,0.00,0.0,4.207,101.5
WBS,Financial Services,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.675,81.3
WCC,Industrials,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.649,84.6
WDC,Technology,C,21,8,0.38,21,1.00,0.39,1.17,5.6,0.751,78.8
WDS,Energy,C,23,1,0.04,23,1.00,1.64,0.00,0.0,0.364,83.1
WEC,Utilities,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.748,81.5
WELL,Real Estate,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.964,78.4
WERN,Industrials,C,5,0,0.00,5,1.00,0.00,0.00,0.0,1.043,93.5
WES,Energy,C,22,0,0.00,22,1.00,0.00,0.00,0.0,0.503,80.0
WEX,Technology,C,3,0,0.00,3,1.00,0.00,0.00,0.0,2.256,95.5
WFC,Financial Services,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.633,74.5
WFRD,Energy,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.701,77.5
WH,Consumer Cyclical,C,6,1,0.17,6,1.00,4.85,0.00,0.0,0.588,74.7
WHD,Energy,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.902,78.1
WHR,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,1.758,78.5
WLK,Basic Materials,C,15,0,0.00,15,1.00,0.00,0.00,0.0,2.175,81.6
WM,Industrials,C,15,0,0.00,15,1.00,0.00,0.00,0.0,0.778,78.3
WMB,Energy,C,22,0,0.00,22,1.00,0.00,0.00,0.0,0.296,84.0
WMS,Industrials,C,2,0,0.00,2,1.00,0.00,0.00,0.0,1.838,102.6
WMT,Consumer Defensive,C,16,3,0.19,16,1.00,0.18,0.60,0.0,0.924,81.4
WPC,Real Estate,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.536,79.0
WPM,Basic Materials,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.587,79.8
WRB,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.470,73.0
WRBY,Healthcare,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.626,84.9
WSBC,Financial Services,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.547,76.1
WSC,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.424,79.0
WSFS,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.412,80.5
WSM,Consumer Cyclical,C,8,0,0.00,8,1.00,0.00,0.00,0.0,2.462,75.6
WT,Financial Services,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.387,79.2
WTRG,Utilities,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.262,83.0
WU,Financial Services,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.244,85.2
WULF,Financial Services,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.484,78.8
WVE,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.718,74.0
WWD,Industrials,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.749,78.6
WY,Real Estate,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.101,76.0
XEL,Utilities,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.526,78.0
XENE,Healthcare,C,3,0,0.00,3,1.00,0.00,0.00,0.0,3.085,75.8
XOM,Energy,C,20,6,0.30,20,1.00,0.21,0.60,5.0,0.418,85.0
XP,Financial Services,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.354,78.9
XPO,Industrials,C,13,0,0.00,13,1.00,0.00,0.00,0.0,1.947,81.6
XPRO,Energy,C,9,0,0.00,9,1.00,0.00,0.00,0.0,1.435,88.6
XRAY,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.426,86.5
YETI,Consumer Cyclical,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.742,80.0
YOU,Technology,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.646,83.5
YPF,Energy,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.378,81.5
YUM,Consumer Cyclical,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.908,80.5
YUMC,Consumer Cyclical,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.873,80.1
ZBH,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,1.461,80.5
ZETA,Technology,C,7,1,0.14,7,1.00,0.88,0.00,0.0,0.394,87.1
ZGN,Consumer Cyclical,C,3,0,0.00,3,1.00,0.00,0.00,0.0,2.496,74.5
ZIM,Industrials,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.672,86.0
ZION,Financial Services,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.373,75.9
ZM,Technology,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.975,76.0
ZTO,Industrials,C,11,0,0.00,11,1.00,0.00,0.00,0.0,2.456,78.0
ZWS,Industrials,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.748,76.0
