ticker,sector,category,days_seen,dp_days,dp_coverage,pcr_days,opt_coverage,avg_dp_pct,dp_pct_cv,avg_block_count,avg_pcr,avg_combined_score
INGM,Technology,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.276,81.6
INSW,Energy,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.735,84.0
INTC,Technology,B,21,16,0.76,21,1.00,0.13,0.66,0.0,0.728,77.6
INTR,Financial Services,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.573,85.6
IPGP,Technology,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.450,85.1
IR,Industrials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.625,86.2
IRDM,Communication Services,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.297,84.0
IREN,Financial Services,C,4,2,0.50,4,1.00,0.17,0.33,0.0,0.447,77.9
IRM,Real Estate,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.552,79.9
ITT,Industrials,C,8,0,0.00,8,1.00,0.00,0.00,0.0,1.742,83.9
ITUB,Financial Services,C,4,0,0.00,4,1.00,0.00,0.00,0.0,7.163,74.1
ITW,Industrials,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.606,83.1
IVT,Real Estate,C,2,0,0.00,2,1.00,0.00,0.00,0.0,1.000,78.5
IVZ,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.325,73.0
IX,Financial Services,D,4,0,0.00,0,0.00,0.00,0.00,0.0,0.000,71.9
JAZZ,Healthcare,C,11,0,0.00,11,1.00,0.00,0.00,0.0,1.207,79.5
JBHT,Industrials,C,9,0,0.00,9,1.00,0.00,0.00,0.0,4.679,82.0
JBL,Technology,C,14,1,0.07,14,1.00,0.40,0.00,0.0,2.946,82.4
JBLU,Industrials,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.668,78.6
JBS,Consumer Defensive,C,17,0,0.00,17,1.00,0.00,0.00,0.0,1.075,80.9
JBTM,Industrials,C,2,0,0.00,2,1.00,0.00,0.00,0.0,4.158,76.5
JCI,Industrials,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.935,80.6
JHG,Financial Services,C,23,0,0.00,23,1.00,0.00,0.00,0.0,0.687,76.9
JHX,Basic Materials,C,5,1,0.20,5,1.00,1.75,0.00,0.0,1.222,74.3
JKHY,Technology,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.455,73.8
JLL,Real Estate,C,1,0,0.00,1,1.00,0.00,0.00,0.0,3.717,77.0
JNJ,Healthcare,C,19,2,0.11,19,1.00,0.12,0.24,0.0,0.328,79.2
JXN,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,2.769,71.7
KC,Technology,C,8,0,0.00,8,1.00,0.00,0.00,0.0,1.457,73.2
KDP,Consumer Defensive,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.540,94.3
KEP,Utilities,C,5,0,0.00,5,1.00,0.00,0.00,0.0,1.726,79.8
KEX,Industrials,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.524,86.2
KEY,Financial Services,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.695,77.1
KEYS,Technology,C,16,0,0.00,16,1.00,0.00,0.00,0.0,1.744,81.0
KGC,Basic Materials,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.420,79.2
KGS,Energy,C,21,0,0.00,21,1.00,0.00,0.00,0.0,1.523,83.2
KIM,Real Estate,C,15,0,0.00,15,1.00,0.00,0.00,0.0,1.214,76.7
KLAC,Technology,C,14,0,0.00,14,1.00,0.00,0.00,0.0,1.482,77.9
KLIC,Technology,C,15,0,0.00,15,1.00,0.00,0.00,0.0,0.795,82.4
KMI,Energy,C,26,0,0.00,26,1.00,0.00,0.00,0.0,0.905,83.7
KMT,Industrials,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.286,82.2
KN,Technology,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.619,78.8
KNF,Basic Materials,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.587,74.9
KNSA,Healthcare,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.489,83.6
KNTK,Energy,C,22,0,0.00,22,1.00,0.00,0.00,0.0,0.452,85.3
KNX,Industrials,C,8,0,0.00,8,1.00,0.00,0.00,0.0,1.176,87.2
KO,Consumer Defensive,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.513,79.5
KOD,Healthcare,C,3,0,0.00,3,1.00,0.00,0.00,0.0,1.292,73.7
KOF,Consumer Defensive,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.304,72.0
KR,Consumer Defensive,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.481,82.1
KRG,Real Estate,C,10,0,0.00,10,1.00,0.00,0.00,0.0,24.607,76.5
KRMN,Industrials,C,15,0,0.00,15,1.00,0.00,0.00,0.0,0.968,79.6
KSS,Consumer Cyclical,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.408,74.5
KT,Communication Services,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.408,85.1
KTB,Consumer Cyclical,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.933,82.9
KTOS,Industrials,C,13,1,0.08,13,1.00,0.53,0.00,0.0,0.547,76.3
KVUE,Consumer Defensive,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.372,114.2
KYIV,Communication Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,4.250,70.5
KYMR,Healthcare,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.850,74.5
KYN,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.269,70.0
L,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.713,78.3
LAMR,Real Estate,C,7,0,0.00,7,1.00,0.00,0.00,0.0,4.905,87.5
LASR,Technology,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.215,81.6
LAUR,Consumer Defensive,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.185,85.8
LB,Energy,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.810,87.1
LBRT,Energy,C,16,0,0.00,16,1.00,0.00,0.00,0.0,2.437,79.8
LBTYK,Communication Services,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.181,81.4
LCII,Consumer Cyclical,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.384,74.8
LDOS,Technology,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.895,70.0
LEA,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.444,71.5
LEVI,Consumer Cyclical,C,3,0,0.00,3,1.00,0.00,0.00,0.0,3.527,75.5
LFST,Healthcare,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.518,93.7
LFUS,Technology,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.593,79.0
LGN,Industrials,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.135,80.2
LH,Healthcare,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.244,84.7
LHX,Industrials,C,18,1,0.06,18,1.00,0.27,0.00,0.0,0.578,82.9
LII,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.608,80.5
LIN,Basic Materials,C,17,0,0.00,17,1.00,0.00,0.00,0.0,1.538,80.4
LINE,Real Estate,C,6,0,0.00,6,1.00,0.00,0.00,0.0,4.474,87.0
LION,Communication Services,C,15,0,0.00,15,1.00,0.00,0.00,0.0,0.287,84.7
LITE,Technology,A,26,21,0.81,26,1.00,0.24,0.99,2.9,0.050,80.1
LIVN,Healthcare,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.262,82.7
LKQ,Consumer Cyclical,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.946,79.0
LLY,Healthcare,C,4,1,0.25,4,1.00,0.10,0.00,0.0,0.339,91.2
LLYVK,Communication Services,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.620,110.4
LMAT,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,1.427,75.5
LMT,Industrials,C,15,4,0.27,15,1.00,0.55,0.70,7.5,0.474,83.0
LNG,Energy,C,22,4,0.18,22,1.00,0.17,0.13,0.0,0.625,84.4
LNT,Utilities,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.642,81.8
LNTH,Healthcare,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.296,76.3
LOAR,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,1.891,73.0
LOW,Consumer Cyclical,C,2,0,0.00,2,1.00,0.00,0.00,0.0,3.360,71.0
LPL,Technology,C,3,0,0.00,3,1.00,0.00,0.00,0.0,14.983,74.7
LQDA,Healthcare,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.872,84.6
LRCX,Technology,C,15,0,0.00,15,1.00,0.00,0.00,0.0,0.821,77.9
LSCC,Technology,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.292,79.2
LSTR,Industrials,C,4,0,0.00,4,1.00,0.00,0.00,0.0,1.071,93.6
LTH,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.103,75.0
LTM,Industrials,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.179,71.7
LUMN,Communication Services,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.373,73.8
LUNR,Industrials,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.519,84.5
LUV,Industrials,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.880,72.0
LXP,Real Estate,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.287,73.2
LYB,Basic Materials,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.888,80.7
LYG,Financial Services,C,7,0,0.00,7,1.00,0.00,0.00,0.0,2.078,73.4
LYV,Communication Services,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.811,81.8
M,Consumer Cyclical,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.759,74.4
MAC,Real Estate,C,12,0,0.00,12,1.00,0.00,0.00,0.0,1.110,85.6
MAR,Consumer Cyclical,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.828,83.6
MAS,Industrials,C,4,0,0.00,4,1.00,0.00,0.00,0.0,1.262,74.0
MASI,Healthcare,C,8,0,0.00,8,1.00,0.00,0.00,0.0,1.116,75.0
MAZE,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,1.506,102.6
MCD,Consumer Cyclical,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.723,82.6
MCHP,Technology,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.095,75.0
MCK,Healthcare,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.661,88.4
MCW,Consumer Cyclical,C,10,0,0.00,10,1.00,0.00,0.00,0.0,1.155,74.6
MDB,Technology,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.621,74.5
MDLN,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.287,77.5
MDT,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.962,72.8
MDU,Industrials,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.831,80.5
MEOH,Basic Materials,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.399,82.3
MET,Financial Services,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.621,79.0
MFC,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.512,84.5
MFG,Financial Services,C,7,0,0.00,7,1.00,0.00,0.00,0.0,1.331,76.2
MGA,Consumer Cyclical,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.235,85.1
MGM,Consumer Cyclical,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.988,76.9
MGY,Energy,C,24,0,0.00,24,1.00,0.00,0.00,0.0,0.904,81.8
MHK,Consumer Cyclical,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.113,76.0
MIDD,Industrials,C,3,0,0.00,3,1.00,0.00,0.00,0.0,1.108,73.8
MIRM,Healthcare,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.834,77.4
MKC,Consumer Defensive,C,2,0,0.00,2,1.00,0.00,0.00,0.0,1.588,110.0
MKSI,Technology,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.261,81.2
MKTX,Financial Services,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.229,74.0
MLI,Industrials,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.473,90.5
MLM,Basic Materials,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.863,78.7
MMM,Industrials,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.529,81.2
MNR,Energy,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.026,83.5
MNST,Consumer Defensive,C,4,0,0.00,4,1.00,0.00,0.00,0.0,1.560,73.9
MO,Consumer Defensive,C,17,1,0.06,17,1.00,0.38,0.00,0.0,0.461,76.5
MOD,Consumer Cyclical,C,20,1,0.05,20,1.00,4.01,0.00,0.0,0.639,78.5
MOS,Basic Materials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.106,129.8
MP,Basic Materials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.547,87.7
MPC,Energy,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.893,84.1
MPLX,Energy,C,24,1,0.04,24,1.00,10.99,0.00,15.0,0.609,82.7
MPWR,Technology,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.843,78.4
MRCY,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,2.074,79.5
MRK,Healthcare,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.675,79.9
MRNA,Healthcare,C,16,1,0.06,16,1.00,0.30,0.00,0.0,0.279,83.4
MRP,Real Estate,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.690,85.8
MRVL,Technology,C,14,3,0.21,14,1.00,0.12,0.42,0.0,0.591,85.1
MRX,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,1.245,76.7
MS,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.760,74.0
MSCI,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,1.007,81.0
MSGS,Communication Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.505,74.5
MSI,Technology,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.545,81.7
MSM,Industrials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.898,86.6
MT,Basic Materials,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.661,77.3
MTB,Financial Services,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.455,74.3
MTDR,Energy,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.758,80.1
MTSI,Technology,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.497,77.5
MTZ,Industrials,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.749,81.5
MU,Technology,B,18,18,1.00,18,1.00,0.28,0.60,15.0,0.170,80.3
MUFG,Financial Services,C,9,0,0.00,9,1.00,0.00,0.00,0.0,6.124,73.8
MUR,Energy,C,23,0,0.00,23,1.00,0.00,0.00,0.0,0.418,83.6
MUSA,Consumer Cyclical,C,2,0,0.00,2,1.00,0.00,0.00,0.0,6.515,106.1
MWA,Industrials,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.538,82.8
MYRG,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.650,82.5
NAD,Financial Services,D,3,0,0.00,0,0.00,0.00,0.00,0.0,0.000,76.8
NAMS,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.040,106.6
NATL,Technology,C,9,0,0.00,9,1.00,0.00,0.00,0.0,2.365,81.2
NBIS,Communication Services,C,23,6,0.26,23,1.00,0.20,0.36,0.0,0.501,80.8
NCLH,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.632,84.0
NDSN,Industrials,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.507,79.0
NE,Energy,C,23,0,0.00,23,1.00,0.00,0.00,0.0,0.330,85.9
NEE,Utilities,C,23,1,0.04,23,1.00,0.70,0.00,0.0,0.415,80.5
NEM,Basic Materials,C,16,3,0.19,16,1.00,0.30,0.67,0.0,0.418,80.9
NEOG,Healthcare,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.465,76.9
NESR,Energy,C,20,0,0.00,17,0.85,0.00,0.00,0.0,0.037,82.3
NET,Technology,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.699,83.0
NEXT,Energy,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.137,95.4
NFG,Energy,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.517,87.4
NG,Basic Materials,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.299,82.1
NGD,Basic Materials,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.284,85.2
NGG,Utilities,C,14,0,0.00,14,1.00,0.00,0.00,0.0,2.217,79.2
NGVT,Basic Materials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.245,127.5
NHI,Real Estate,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.183,80.5
NI,Utilities,C,22,0,0.00,22,1.00,0.00,0.00,0.0,0.881,82.7
NIO,Consumer Cyclical,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.294,81.5
NLY,Real Estate,C,9,1,0.11,9,1.00,0.84,0.00,0.0,0.922,76.7
NMR,Financial Services,C,7,0,0.00,7,1.00,0.00,0.00,0.0,1.784,75.7
NN,Communication Services,C,15,0,0.00,15,1.00,0.00,0.00,0.0,0.281,83.9
NNN,Real Estate,C,11,0,0.00,11,1.00,0.00,0.00,0.0,1.359,78.3
NOC,Industrials,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.880,81.1
NOG,Energy,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.325,84.3
NOK,Technology,C,23,1,0.04,23,1.00,0.72,0.00,0.0,0.531,79.0
NOV,Energy,C,26,0,0.00,26,1.00,0.00,0.00,0.0,0.374,82.0
NOVT,Technology,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.235,74.5
NRG,Utilities,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.864,77.3
NSA,Real Estate,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.657,80.4
NSC,Industrials,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.401,84.0
NTCT,Technology,C,12,0,0.00,12,1.00,0.00,0.00,0.0,12.346,78.4
NTR,Basic Materials,C,25,0,0.00,25,1.00,0.00,0.00,0.0,0.436,82.2
NTRA,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.635,80.5
NTRS,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.866,70.0
NUE,Basic Materials,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.631,75.0
NUVL,Healthcare,C,3,0,0.00,3,1.00,0.00,0.00,0.0,1.618,77.2
NVDA,Technology,C,11,11,1.00,11,1.00,0.24,0.61,31.4,0.505,86.5
NVMI,Technology,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.843,94.0
NVS,Healthcare,C,10,0,0.00,10,1.00,0.00,0.00,0.0,1.626,79.1
NVST,Healthcare,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.401,87.9
NVT,Industrials,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.772,77.9
NVTS,Technology,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.409,84.3
NWE,Utilities,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.704,83.7
NXE,Energy,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.710,81.6
NXPI,Technology,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.428,77.3
NXST,Communication Services,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.235,110.0
NXT,Technology,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.943,80.3
NYT,Communication Services,C,24,0,0.00,24,1.00,0.00,0.00,0.0,10.180,79.5
NZF,Financial Services,D,2,0,0.00,0,0.00,0.00,0.00,0.0,0.000,73.0
O,Real Estate,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.475,77.8
ODFL,Industrials,C,8,0,0.00,8,1.00,0.00,0.00,0.0,1.146,84.0
OGE,Utilities,C,16,0,0.00,16,1.00,0.00,0.00,0.0,1.507,81.3
OGS,Utilities,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.302,99.8
OHI,Real Estate,C,10,0,0.00,10,1.00,0.00,0.00,0.0,2.019,78.3
OI,Consumer Cyclical,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.596,74.8
OII,Energy,C,23,0,0.00,23,1.00,0.00,0.00,0.0,0.170,82.6
OKE,Energy,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.510,82.2
OLN,Basic Materials,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.221,81.0
OMC,Communication Services,C,12,0,0.00,12,1.00,0.00,0.00,0.0,3.245,82.2
ON,Technology,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.436,74.7
ONB,Financial Services,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.346,80.8
ONDS,Technology,C,11,1,0.09,11,1.00,0.30,0.00,0.0,0.380,80.0
ONON,Consumer Cyclical,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.534,105.8
ONTO,Technology,C,13,2,0.15,13,1.00,0.60,0.20,0.0,0.759,78.7
OPCH,Healthcare,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.950,94.7
OPEN,Real Estate,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.234,70.0
OPLN,Consumer Cyclical,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.157,78.2
OR,Basic Materials,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.333,84.7
ORA,Utilities,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.151,83.8
ORI,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.636,70.7
ORLA,Basic Materials,C,17,0,0.00,17,1.00,0.00,0.00,0.0,1.455,76.6
OS,Technology,C,18,0,0.00,18,1.00,0.00,0.00,0.0,1.268,81.1
OSIS,Technology,C,2,0,0.00,2,1.00,0.00,0.00,0.0,1.168,76.2
OSK,Industrials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,1.220,79.1
OSW,Consumer Cyclical,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.707,75.8
OTIS,Industrials,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.720,79.1
OUT,Real Estate,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.407,81.5
OVV,Energy,C,23,0,0.00,23,1.00,0.00,0.00,0.0,0.467,82.1
OXY,Energy,C,25,2,0.08,25,1.00,0.34,0.46,0.0,0.295,82.8
OZK,Financial Services,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.847,79.0
PAA,Energy,C,26,0,0.00,26,1.00,0.00,0.00,0.0,0.752,85.0
PAAS,Basic Materials,C,19,1,0.05,19,1.00,2.73,0.00,0.0,0.339,85.2
PACS,Financial Services,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.141,89.0
PAGP,Energy,C,23,0,0.00,23,1.00,0.00,0.00,0.0,4.024,78.2
PAGS,Technology,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.360,84.8
PAHC,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.274,73.5
PAM,Utilities,C,1,0,0.00,1,1.00,0.00,0.00,0.0,1.184,79.0
PARR,Energy,C,20,1,0.05,20,1.00,1.26,0.00,0.0,0.921,84.6
PATK,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,1.810,72.0
PB,Financial Services,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.272,73.5
PBA,Energy,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.715,80.4
PBF,Energy,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.799,86.8
PBR,Energy,C,19,2,0.11,19,1.00,0.60,0.83,0.0,0.345,83.4
PCAR,Industrials,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.332,81.6
PCG,Utilities,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.440,81.0
PCVX,Healthcare,C,11,0,0.00,11,1.00,0.00,0.00,0.0,5.048,80.7
PECO,Real Estate,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.120,78.5
PEG,Utilities,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.491,80.5
PEN,Healthcare,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.658,77.5
PEP,Consumer Defensive,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.557,75.9
PFE,Healthcare,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.415,80.4
PFG,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,6.951,74.8
PFGC,Consumer Defensive,C,4,0,0.00,4,1.00,0.00,0.00,0.0,2.641,75.8
PFS,Financial Services,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.025,73.2
PG,Consumer Defensive,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.472,85.9
PH,Industrials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,1.065,86.2
PHG,Healthcare,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.663,79.2
PHIN,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,1.081,82.5
PHM,Consumer Cyclical,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.560,77.9
PHYS,Financial Services,C,9,2,0.22,1,0.11,1.42,0.46,0.0,0.667,75.5
PII,Consumer Cyclical,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.430,72.5
PK,Real Estate,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.269,81.5
PKG,Consumer Cyclical,C,6,0,0.00,6,1.00,0.00,0.00,0.0,3.067,82.0
PL,Industrials,C,18,4,0.22,18,1.00,1.14,0.44,3.8,0.713,81.0
PLAB,Technology,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.266,81.1
PLD,Real Estate,C,13,0,0.00,13,1.00,0.00,0.00,0.0,1.246,79.4
PLXS,Technology,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.682,134.2
PM,Consumer Defensive,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.754,85.8
PNC,Financial Services,C,6,0,0.00,6,1.00,0.00,0.00,0.0,1.238,73.2
PNFP,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.573,83.2
PNW,Utilities,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.900,80.0
POR,Utilities,C,17,0,0.00,17,1.00,0.00,0.00,0.0,2.740,80.4
POST,Consumer Defensive,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.556,76.0
POWI,Technology,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.836,82.1
PPC,Consumer Defensive,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.821,81.0
PPG,Basic Materials,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.419,89.3
PPL,Utilities,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.635,83.6
PPTA,Basic Materials,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.724,79.2
PR,Energy,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.261,83.4
PRAX,Healthcare,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.815,77.3
PRDO,Consumer Defensive,C,14,0,0.00,14,1.00,0.00,0.00,0.0,6.633,81.9
